"BehaviorSpace results (NetLogo 6.2.1)"
"/home/s1426633/PEKRIS.nlogo"
"SA"
"08/31/2023 09:40:02:466 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","[step]","species","chla_supply","vegetation_delay","krill_amount","chla_growth","salp_immigration_probability","salp_mortality","krill_mortality","salp_amount","chla_decay","salp_length","salp_starvation","krill_hibernation","salp_halfsat","krill_halfsat","salp_grazing","max_abundance_salp_season","median_abundance_salp_overall","abundance_krill","mean_length_krill","sum_eggs_krill"
"880","2160","salps","Lognorm","36","31","0.349","0.936","1.39","0.079","14","0.0642","2.2","32","18.4","0.283","0.087","0.00137","11073","281","0","0","0"
"872","2160","both","Const","67","31","0.351","0.453","2.98","0.103","5","0.0617","3.8","28","10.1","0.209","0.068","0.00276","31359","89662.5","3","8.6","0"
"881","2160","krill","Const","27","17","0.232","0.747","3.43","0.081","8","0.0571","3.7","35","24.9","0.246","0.101","0.00327","0","0","32","6.4","21699"
"882","2160","krill","Const","51","36","0.337","0.783","2.13","0.101","13","0.051","3.4","36","26.3","0.175","0.049","0.00225","0","0","1104","6.4","1708049"
"883","2160","both","Lognorm","46","37","0.238","1.098","3.59","0.071","9","0.073","3.8","18","25.6","0.101","0.133","0.00173","2","558.5","10","6.53","0"
"886","2160","both","Lognorm","28","40","0.179","1.041","3","0.057","15","0.0674","4.5","30","16.7","0.268","0.058","0.00234","325","148.5","185","2.79","59879"
"887","2160","salps","Lognorm","51","27","0.153","1.265","2.11","0.103","11","0.0359","2.2","16","21.5","0.1","0.064","0.00192","21650","11878","0","0","0"
"856","2160","both","Const","26","30","0.286","0.466","1.37","0.085","10","0.0289","1.9","41","11.4","0.133","0.099","0.00355","449828","158544","20","2.3","23496"
"885","2160","krill","Const","46","24","0.324","0.428","2.36","0.04","14","0.0271","3.4","15","22.8","0.236","0.048","0.00263","0","0","22993","5.01","16836897"
"888","2160","krill","Const","51","25","0.315","0.556","3.28","0.06","14","0.0601","1.7","21","14.8","0.172","0.125","0.00236","0","0","179","6.96","223052"
"889","2160","salps","Lognorm","44","38","0.16","1.205","1.94","0.053","13","0.0401","4.3","24","11.5","0.277","0.062","0.00136","38","1067.5","0","0","0"
"866","2160","both","Const","25","30","0.255","1.126","1.71","0.1","15","0.0277","3.7","30","10.2","0.225","0.102","0.00342","151771","147991.5","7","3.87","0"
"884","2160","salps","Const","29","44","0.172","0.965","1.64","0.101","10","0.0431","1.6","45","24.8","0.188","0.054","0.00167","35570","48156","0","0","0"
"890","2160","krill","Lognorm","46","29","0.213","0.708","2.11","0.08","11","0.0358","2.8","16","14.5","0.123","0.062","0.00278","0","0","1063","6.17","1212225"
"892","2160","krill","Lognorm","34","38","0.308","0.771","2.14","0.043","13","0.0469","3.1","35","22.7","0.124","0.114","0.00342","0","0","215","5.23","66147"
"893","2160","both","Lognorm","24","40","0.268","0.795","2.81","0.069","7","0.0485","4.5","16","21.5","0.209","0.062","0.00153","884","263.5","1324","4.2","589986"
"877","2160","both","Const","32","17","0.326","1.266","2.13","0.059","12","0.03","3.3","37","18.8","0.146","0.133","0.00161","38461","219379","75","6.05","40665"
"896","2160","both","Const","37","30","0.218","0.666","2.15","0.103","8","0.051","2","15","19.7","0.171","0.113","0.00176","786","328.5","46","6.93","38254"
"847","2160","both","Const","23","18","0.322","0.518","1.56","0.054","13","0.0734","2","45","10.7","0.18","0.082","0.00349","239338","283969","5","3.42","0"
"894","2160","both","Lognorm","36","38","0.239","0.987","3.64","0.043","14","0.0545","1.6","34","23.7","0.194","0.067","0.00352","1631","2485","72","3.53","23966"
"867","2160","salps","Lognorm","62","23","0.153","0.899","1.27","0.075","15","0.0345","3.7","39","29.7","0.11","0.131","0.00194","474058","122910","0","0","0"
"901","2160","krill","Const","36","40","0.182","1.02","2.85","0.06","13","0.0694","4.4","23","24.7","0.212","0.064","0.00178","0","0","299","4.57","186891"
"902","2160","salps","Const","29","20","0.182","0.979","2.09","0.055","5","0.0659","1.9","39","12.9","0.173","0.073","0.0013","5","87.5","0","0","0"
"899","2160","salps","Lognorm","32","43","0.157","0.647","1.83","0.06","13","0.032","1.6","41","12.7","0.275","0.095","0.00246","16985","1157","0","0","0"
"891","2160","krill","Const","54","42","0.32","0.925","1.95","0.073","15","0.027","3.6","15","18.1","0.225","0.067","0.00177","0","0","29810","4.87","16790509"
"905","2160","salps","Const","42","34","0.252","0.647","1.97","0.064","8","0.0669","2.9","35","16.1","0.3","0.109","0.00183","868","3553.5","0","0","0"
"898","2160","both","Const","23","25","0.146","0.737","2.1","0.038","11","0.0594","4.1","32","16.8","0.189","0.066","0.00298","8430","122578.5","9","4.38","0"
"900","2160","salps","Const","33","15","0.314","1.236","3.23","0.082","12","0.0698","3.6","25","24.8","0.294","0.05","0.00333","2053","70717.5","0","0","0"
"907","2160","both","Lognorm","39","24","0.164","1.219","3.75","0.09","14","0.0382","3.8","16","17.3","0.216","0.107","0.00147","14","238.5","50","4.28","16484"
"908","2160","both","Lognorm","60","37","0.275","0.575","2.97","0.095","5","0.0697","2.9","16","26.8","0.271","0.109","0.0019","5","5","30","3.94","8377"
"879","2160","salps","Lognorm","29","40","0.274","0.625","1.28","0.073","6","0.0488","1.9","42","28.9","0.109","0.11","0.0021","442553","135896.5","0","0","0"
"906","2160","both","Lognorm","57","21","0.372","1.227","3.42","0.045","8","0.0432","3.8","41","16.4","0.267","0.109","0.00299","14621","2322.5","87","6.07","28475"
"912","2160","krill","Lognorm","65","25","0.252","1.172","3.74","0.087","6","0.0623","4.3","42","12","0.262","0.097","0.00321","0","0","45","4.55","14047"
"895","2160","salps","Lognorm","57","16","0.264","0.62","2","0.042","9","0.0579","4.4","33","27.8","0.223","0.046","0.00363","395766","71830","0","0","0"
"914","2160","krill","Lognorm","34","15","0.199","0.531","3.08","0.08","9","0.0567","2.7","43","21.7","0.223","0.124","0.0013","0","0","2","7.46","0"
"909","2160","salps","Lognorm","36","29","0.15","0.474","2.46","0.04","12","0.0271","2.2","45","15.5","0.26","0.102","0.00298","8420","12480.5","0","0","0"
"903","2160","salps","Lognorm","66","19","0.247","1.132","1.69","0.058","6","0.0331","3.1","40","26.6","0.166","0.059","0.00184","69294","30001","0","0","0"
"916","2160","salps","Lognorm","51","30","0.225","0.926","3.34","0.038","11","0.0294","3.9","36","17.1","0.182","0.051","0.00231","5575","3457.5","0","0","0"
"918","2160","salps","Const","39","36","0.277","0.567","3.08","0.051","12","0.0518","3.5","41","27.4","0.16","0.047","0.00211","2686","7","0","0","0"
"904","2160","salps","Const","41","33","0.261","1.085","2.46","0.046","10","0.0558","4","37","24.2","0.156","0.113","0.00261","12976","253787.5","0","0","0"
"910","2160","both","Const","28","23","0.193","1.039","1.37","0.1","12","0.0723","2.4","31","29.7","0.27","0.133","0.00195","21134","55512","4","4.02","0"
"921","2160","krill","Const","47","32","0.367","0.481","1.42","0.039","7","0.0518","2.1","43","12.2","0.139","0.127","0.00328","0","0","2022","5.53","780479"
"919","2160","both","Const","29","25","0.236","0.983","2.82","0.054","14","0.0716","1.5","41","11.3","0.252","0.066","0.00271","2918","16262.5","149","6.36","119485"
"846","2160","salps","Const","26","26","0.293","1.196","1.39","0.101","8","0.0346","4.4","20","19.2","0.152","0.107","0.002","517205","633402","0","0","0"
"924","2160","both","Lognorm","57","36","0.133","1.158","3.07","0.05","12","0.0524","2.7","20","24.2","0.173","0.05","0.00258","75","968","157","3.43","50798"
"917","2160","salps","Lognorm","44","17","0.221","1.165","1.94","0.041","13","0.0508","3.5","23","22.8","0.25","0.116","0.00232","42313","1350","0","0","0"
"913","2160","salps","Lognorm","45","26","0.23","0.931","1.34","0.097","7","0.0673","2.8","40","10.9","0.28","0.07","0.00303","180692","58373","0","0","0"
"925","2160","krill","Const","26","26","0.297","1.152","2.87","0.043","12","0.0612","1.6","44","27.3","0.131","0.058","0.0015","0","0","1524","5.24","729273"
"923","2160","both","Const","45","27","0.223","0.855","2.99","0.092","6","0.0377","2.4","29","29.6","0.152","0.071","0.0019","4484","25738.5","642","4.97","384381"
"911","2160","salps","Const","52","15","0.277","0.996","3.03","0.067","9","0.0319","1.6","36","26","0.122","0.093","0.0032","104502","175803","0","0","0"
"926","2160","krill","Lognorm","52","37","0.331","0.851","3.15","0.063","15","0.0389","3.1","35","26.9","0.176","0.085","0.0026","0","0","1324","4.35","380482"
"927","2160","krill","Lognorm","59","25","0.297","0.672","2.03","0.087","7","0.0558","3.8","45","16.5","0.127","0.069","0.00242","0","0","49","6.19","31628"
"931","2160","salps","Const","37","31","0.316","0.904","2.28","0.069","12","0.0422","2.9","24","20.5","0.244","0.082","0.00132","130","352","0","0","0"
"932","2160","salps","Const","56","23","0.243","0.655","2.49","0.069","10","0.0708","2.8","36","11.8","0.24","0.12","0.00294","13517","89474.5","0","0","0"
"928","2160","salps","Const","54","27","0.165","1.188","2.44","0.067","9","0.0412","1.9","21","25.3","0.17","0.056","0.00317","14560","96079","0","0","0"
"922","2160","salps","Lognorm","24","19","0.251","0.477","2.27","0.048","9","0.0376","4.4","28","25.8","0.174","0.122","0.0028","5507","89608.5","0","0","0"
"933","2160","both","Lognorm","27","33","0.365","1.215","2.54","0.072","13","0.0452","1.8","15","11.6","0.244","0.108","0.00256","9309","3166.5","114","4.77","47692"
"930","2160","salps","Const","41","17","0.331","0.905","3.6","0.048","5","0.0355","3.6","35","10.6","0.225","0.05","0.00298","25346","127439.5","0","0","0"
"936","2160","krill","Lognorm","63","38","0.19","0.942","2.81","0.083","8","0.0391","1.6","20","23.6","0.128","0.087","0.00279","0","0","64","5.4","21606"
"937","2160","krill","Lognorm","34","33","0.291","1.027","1.82","0.098","6","0.0645","3.4","44","29.1","0.194","0.125","0.00156","0","0","46","3.58","13736"
"929","2160","both","Lognorm","34","37","0.162","0.666","2.06","0.073","15","0.0336","2.2","42","17.1","0.136","0.072","0.00351","46490","91315.5","5","4.12","0"
"938","2160","krill","Const","56","44","0.147","0.454","3.17","0.051","9","0.0532","3","20","25","0.121","0.131","0.00161","0","0","13","6.1","0"
"934","2160","both","Const","66","36","0.266","0.598","1.64","0.052","11","0.0526","4.2","31","24.3","0.224","0.105","0.00154","55204","35825","129","6.42","52961"
"915","2160","both","Lognorm","40","34","0.208","0.436","1.35","0.039","6","0.0355","4.1","39","15.1","0.194","0.05","0.00196","220504","84979","197","5","102941"
"943","2160","krill","Const","62","38","0.238","0.898","3.17","0.092","8","0.0657","4.1","35","22.2","0.135","0.132","0.00159","0","0","63","5.69","28162"
"944","2160","salps","Lognorm","47","28","0.188","1.167","2.67","0.074","5","0.0586","1.8","26","13.1","0.118","0.117","0.00141","27","223","0","0","0"
"945","2160","krill","Lognorm","54","22","0.188","0.657","3.04","0.098","9","0.0617","3","15","25.3","0.265","0.093","0.00306","0","0","4","7.81","0"
"897","2160","both","Lognorm","31","23","0.309","0.633","1.27","0.059","8","0.0405","3","21","16.8","0.19","0.074","0.0021","542974","83065.5","5","4.71","0"
"920","2160","salps","Const","61","16","0.34","1.236","2.25","0.094","12","0.07","4.3","30","11.8","0.193","0.12","0.00367","217292","272721","0","0","0"
"946","2160","krill","Lognorm","23","19","0.324","0.831","1.3","0.077","13","0.0582","3.5","33","24.4","0.2","0.084","0.00352","0","0","43","5.22","16438"
"947","2160","krill","Lognorm","32","37","0.314","0.558","3.5","0.04","13","0.0468","2.6","34","23.6","0.132","0.101","0.0033","0","0","117","5.58","38327"
"951","2160","krill","Const","23","32","0.246","0.755","2.34","0.078","9","0.0524","2","38","10.2","0.22","0.072","0.00166","0","0","149","6.52","309223"
"950","2160","krill","Const","33","42","0.247","0.804","2.08","0.091","14","0.0424","2.8","27","21.9","0.221","0.079","0.00277","0","0","2744","4.61","1711425"
"954","2160","krill","Lognorm","53","31","0.149","0.744","3.47","0.081","5","0.0524","2.6","34","14.3","0.199","0.068","0.00182","0","0","54","3.69","17597"
"953","2160","both","Lognorm","47","23","0.242","0.498","2.53","0.07","7","0.0678","2.9","35","23.3","0.211","0.088","0.00306","17799","831.5","72","3.28","23743"
"940","2160","salps","Const","56","17","0.299","0.812","3.66","0.071","13","0.0349","2.6","43","13.7","0.122","0.108","0.00351","19994","157617","0","0","0"
"935","2160","both","Const","46","21","0.251","0.707","3","0.101","14","0.028","3","26","20.1","0.234","0.112","0.00321","6094","203083","2","5.54","0"
"939","2160","both","Const","30","34","0.331","0.804","2.83","0.06","10","0.0657","3","18","16.2","0.127","0.048","0.00307","14779","264804","12","6.02","0"
"948","2160","both","Const","32","26","0.259","0.812","3","0.044","11","0.0698","3.7","15","19.3","0.171","0.131","0.00327","4321","143915","12","4.6","0"
"949","2160","both","Const","52","23","0.199","0.781","2.42","0.099","11","0.0505","4","20","19.3","0.129","0.067","0.003","36739","194138","4","4.99","0"
"958","2160","krill","Const","24","29","0.219","1.242","3.21","0.091","6","0.0533","3.2","24","18.9","0.146","0.061","0.00145","0","0","78","7.49","74323"
"959","2160","both","Const","28","40","0.199","0.896","2.51","0.057","11","0.0662","2.2","40","29.2","0.192","0.126","0.00183","11","488.5","17","7.82","0"
"955","2160","salps","Lognorm","46","23","0.166","1.121","1.55","0.043","14","0.0621","2.2","39","17.2","0.205","0.084","0.00361","78651","75373.5","0","0","0"
"961","2160","krill","Lognorm","42","31","0.184","1.001","3.42","0.066","13","0.0493","3.7","40","13.6","0.108","0.111","0.00345","0","0","71","3.56","18496"
"956","2160","both","Lognorm","55","32","0.191","0.734","1.4","0.077","8","0.0677","1.8","27","15.7","0.19","0.086","0.0022","125139","3208","6","4.89","0"
"964","2160","krill","Lognorm","26","40","0.336","1.245","3.52","0.06","15","0.0555","3.4","29","20.9","0.217","0.054","0.00274","0","0","1904","5.3","821166"
"965","2160","both","Lognorm","41","32","0.193","1.106","2.55","0.043","7","0.0565","3.1","38","28.3","0.181","0.067","0.00157","36","316","177","3.88","58107"
"962","2160","krill","Const","34","32","0.188","0.674","2.82","0.094","12","0.027","2.3","38","27.1","0.241","0.051","0.00291","0","0","14477","4.17","6443568"
"967","2160","krill","Lognorm","65","36","0.237","1.063","3.71","0.064","8","0.0463","2","38","25.8","0.242","0.073","0.00375","0","0","110","6.88","107990"
"968","2160","krill","Const","58","20","0.335","0.698","3.49","0.051","5","0.0515","1.6","27","16.9","0.175","0.124","0.00309","0","0","963","5.3","377689"
"942","2160","both","Lognorm","27","15","0.254","0.783","1.44","0.076","10","0.0672","1.6","35","15.1","0.297","0.051","0.00353","225801","122149.5","1","4.57","0"
"952","2160","salps","Const","33","17","0.177","0.737","1.93","0.099","6","0.0279","4.3","19","17.5","0.148","0.119","0.00308","42775","240412.5","0","0","0"
"971","2160","both","Lognorm","60","23","0.176","0.603","1.36","0.076","9","0.0722","2.3","18","14.9","0.216","0.078","0.00183","1022","139","6","7.54","0"
"970","2160","krill","Const","33","34","0.339","0.496","1.28","0.088","14","0.0479","4","44","12.9","0.113","0.074","0.00185","0","0","1387","5.91","2001225"
"963","2160","both","Const","30","26","0.351","0.917","3.43","0.105","15","0.0509","2.3","37","18.9","0.134","0.079","0.00208","3107","62439.5","432","4.53","228522"
"974","2160","krill","Const","56","15","0.309","0.446","2.59","0.09","8","0.0679","4.4","36","24.9","0.219","0.062","0.00232","0","0","265","5.26","138342"
"975","2160","krill","Lognorm","44","18","0.363","0.802","1.92","0.065","10","0.074","3.4","43","27.7","0.12","0.067","0.00251","0","0","95","5.29","53726"
"976","2160","salps","Const","46","16","0.148","1.248","3.47","0.1","5","0.0455","4.1","32","25.5","0.292","0.054","0.00236","98","1490.5","0","0","0"
"957","2160","salps","Const","37","28","0.361","1.129","2.82","0.044","12","0.0747","3.3","18","24.8","0.159","0.111","0.00295","13515","246836","0","0","0"
"977","2160","salps","Lognorm","32","25","0.184","0.581","2.46","0.073","12","0.0568","2.9","31","22.7","0.283","0.056","0.00128","4","79","0","0","0"
"978","2160","both","Const","48","17","0.168","1.17","2.9","0.067","10","0.04","1.7","19","20.7","0.276","0.131","0.0017","289","334.5","59","6.83","33653"
"966","2160","both","Const","59","43","0.128","1.139","2.38","0.087","8","0.05","1.8","23","14.6","0.109","0.115","0.00355","20308","119594.5","5","3.35","0"
"969","2160","both","Const","35","21","0.154","0.821","2.95","0.049","6","0.0384","3.9","36","21.8","0.275","0.045","0.00342","2011","60818","224","4.38","116104"
"980","2160","krill","Const","53","23","0.186","1.249","2.4","0.082","9","0.0474","3","23","21","0.245","0.128","0.0027","0","0","42","5.96","20442"
"981","2160","both","Lognorm","41","16","0.266","0.482","3.22","0.06","8","0.0332","2.8","35","18.8","0.199","0.066","0.00193","296","23","1714","6","1087474"
"941","2160","salps","Lognorm","54","16","0.263","1.032","1.32","0.105","15","0.0449","3.7","33","22.5","0.164","0.115","0.00327","420805","105841","0","0","0"
"972","2160","salps","Const","60","35","0.145","1.037","2.69","0.042","8","0.0446","2.3","36","16.3","0.118","0.047","0.00294","5737","129557","0","0","0"
"987","2160","krill","Const","60","15","0.136","0.982","1.5","0.086","5","0.0509","2.2","20","15.1","0.191","0.106","0.00127","0","0","7","2.34","2768"
"988","2160","krill","Lognorm","23","23","0.15","1.106","1.93","0.066","10","0.0278","1.6","26","19.1","0.23","0.134","0.00239","0","0","63","4.88","18658"
"990","2160","salps","Const","44","40","0.144","0.748","3.55","0.089","12","0.0335","4.1","31","25.9","0.156","0.063","0.00149","145","436.5","0","0","0"
"973","2160","both","Lognorm","52","38","0.309","1.044","2.11","0.062","11","0.0273","2.9","18","25.6","0.239","0.129","0.00255","176024","13911","121","4.51","36300"
"991","2160","krill","Lognorm","57","38","0.231","1.234","3.41","0.05","13","0.0348","2","25","29.1","0.148","0.085","0.00358","0","0","228","6.14","118926"
"984","2160","salps","Const","31","21","0.192","1.079","1.74","0.053","12","0.0611","2.7","38","20","0.28","0.106","0.00248","21174","75277.5","0","0","0"
"992","2160","krill","Const","56","39","0.32","0.514","2.31","0.075","5","0.0636","2","40","20.7","0.15","0.048","0.00202","0","0","2073","5.63","1758523"
"993","2160","krill","Const","43","43","0.309","0.501","2.44","0.06","11","0.0623","1.7","30","15.2","0.225","0.133","0.00214","0","0","265","6.74","169123"
"960","2160","salps","Lognorm","34","39","0.277","1.075","1.57","0.046","5","0.035","2.2","29","12.3","0.281","0.121","0.0033","147793","90319","0","0","0"
"983","2160","salps","Const","40","26","0.183","0.687","2.22","0.101","6","0.0661","1.7","30","24.1","0.111","0.13","0.00342","15390","112401.5","0","0","0"
"979","2160","both","Lognorm","44","33","0.35","1.104","2.29","0.071","15","0.0396","3.3","41","11.9","0.177","0.075","0.00314","393368","119443.5","6","5.38","0"
"996","2160","krill","Const","50","15","0.371","0.867","1.43","0.093","10","0.0735","2.5","24","21.8","0.113","0.135","0.00162","0","0","36","6.35","25843"
"998","2160","both","Lognorm","34","19","0.265","0.772","3.27","0.098","11","0.028","2.9","31","13.7","0.247","0.054","0.00138","8","277.5","2839","5.47","1393894"
"999","2160","krill","Lognorm","59","28","0.148","1.212","2.68","0.083","6","0.0609","1.6","42","29.4","0.263","0.114","0.00146","0","0","5","5.73","0"
"985","2160","salps","Const","43","24","0.254","0.922","2.58","0.075","9","0.0528","4.5","40","29.6","0.23","0.092","0.00359","43095","226837","0","0","0"
"995","2160","salps","Lognorm","37","33","0.193","0.607","2.48","0.104","15","0.0392","4","15","23.1","0.144","0.065","0.00241","8975","8228.5","0","0","0"
"1000","2160","both","Const","25","41","0.369","0.426","3.55","0.071","8","0.0288","3.7","44","15.6","0.24","0.049","0.00334","4026","200249.5","1113","4.09","520418"
"986","2160","both","Lognorm","28","27","0.235","0.83","1.59","0.048","5","0.0311","2.6","18","21.4","0.109","0.09","0.00356","144260","146668","10","2.7","0"
"997","2160","salps","Lognorm","56","29","0.235","0.545","1.65","0.097","10","0.0283","2.3","15","27.8","0.16","0.072","0.00261","163674","102807.5","0","0","0"
"994","2160","both","Const","45","27","0.214","0.616","1.6","0.095","10","0.0744","1.6","38","26.6","0.2","0.092","0.00363","116971","156942.5","3","3.42","0"
"989","2160","salps","Lognorm","35","36","0.33","0.675","1.53","0.057","13","0.0457","2.2","15","10.9","0.128","0.092","0.00301","263681","241049.5","0","0","0"
"982","2160","salps","Const","33","19","0.205","0.83","1.46","0.093","6","0.0309","3.9","38","17.7","0.169","0.102","0.00331","293402","312424","0","0","0"
